Ee-scaffold615.g1	scaffold615.g1.t1
Ee-scaffold3297.g6	scaffold3297.g6.t1
Ee-scaffold5739.g1	scaffold5739.g1.t1
Ee-scaffold5739.g2	scaffold5739.g2.t1
Ee-scaffold5739.g2	scaffold5739.g2.t2
Ee-scaffold5739.g3	scaffold5739.g3.t1
Ee-scaffold8937.g1	scaffold8937.g1.t1
Ee-scaffold8937.g2	scaffold8937.g2.t1
Ee-scaffold23132.g1	scaffold23132.g1.t1
Ee-scaffold23132.g2	scaffold23132.g2.t1
Ee-scaffold23132.g3	scaffold23132.g3.t1
Ee-scaffold23132.g3	scaffold23132.g3.t2
Ee-scaffold23132.g3	scaffold23132.g3.t3
Ee-scaffold23132.g4	scaffold23132.g4.t1
Ee-scaffold23132.g5	scaffold23132.g5.t1
Ee-scaffold23132.g5	scaffold23132.g5.t2
Ee-scaffold8435.g1	scaffold8435.g1.t1
Ee-scaffold8435.g2	scaffold8435.g2.t1
Ee-scaffold8435.g3	scaffold8435.g3.t1
Ee-scaffold3893.g1	scaffold3893.g1.t1
Ee-scaffold10377.g1	scaffold10377.g1.t1
Ee-scaffold14917.g1	scaffold14917.g1.t1
Ee-scaffold425.g1	scaffold425.g1.t1
Ee-scaffold425.g1	scaffold425.g1.t2
Ee-scaffold425.g1	scaffold425.g1.t3
Ee-scaffold425.g2	scaffold425.g2.t1
Ee-scaffold780.g1	scaffold780.g1.t1
Ee-scaffold780.g1	scaffold780.g1.t2
Ee-scaffold780.g2	scaffold780.g2.t1
Ee-scaffold780.g3	scaffold780.g3.t1
Ee-scaffold436.g1	scaffold436.g1.t1
Ee-scaffold436.g1	scaffold436.g1.t2
Ee-scaffold436.g2	scaffold436.g2.t1
Ee-scaffold436.g3	scaffold436.g3.t1
Ee-scaffold3101.g1	scaffold3101.g1.t1
Ee-scaffold17637.g1	scaffold17637.g1.t1
Ee-scaffold17637.g2	scaffold17637.g2.t1
Ee-scaffold17637.g3	scaffold17637.g3.t1
Ee-scaffold17637.g3	scaffold17637.g3.t2
Ee-scaffold17637.g3	scaffold17637.g3.t3
Ee-scaffold17637.g4	scaffold17637.g4.t1
Ee-scaffold11154.g1	scaffold11154.g1.t1
Ee-scaffold11154.g2	scaffold11154.g2.t1
Ee-scaffold999.g1	scaffold999.g1.t1
Ee-scaffold999.g1	scaffold999.g1.t2
Ee-scaffold3961.g1	scaffold3961.g1.t1
Ee-scaffold3961.g2	scaffold3961.g2.t1
Ee-scaffold3961.g2	scaffold3961.g2.t2
Ee-scaffold3961.g3	scaffold3961.g3.t1
Ee-scaffold19862.g1	scaffold19862.g1.t1
Ee-scaffold19862.g1	scaffold19862.g1.t2
Ee-scaffold19862.g1	scaffold19862.g1.t3
Ee-scaffold19862.g1	scaffold19862.g1.t4
Ee-scaffold19862.g1	scaffold19862.g1.t5
Ee-scaffold19862.g2	scaffold19862.g2.t1
Ee-scaffold19862.g3	scaffold19862.g3.t1
Ee-scaffold6542.g1	scaffold6542.g1.t1
Ee-scaffold3706.g1	scaffold3706.g1.t1
Ee-scaffold6686.g1	scaffold6686.g1.t1
Ee-scaffold7440.g1	scaffold7440.g1.t1
Ee-scaffold7440.g2	scaffold7440.g2.t1
Ee-scaffold7440.g3	scaffold7440.g3.t1
Ee-scaffold7440.g3	scaffold7440.g3.t2
Ee-scaffold16812.g1	scaffold16812.g1.t1
Ee-scaffold2112.g1	scaffold2112.g1.t1
Ee-scaffold2112.g2	scaffold2112.g2.t1
Ee-scaffold2112.g3	scaffold2112.g3.t1
Ee-scaffold9500.g1	scaffold9500.g1.t1
Ee-scaffold26030.g1	scaffold26030.g1.t1
Ee-scaffold26030.g2	scaffold26030.g2.t1
Ee-scaffold26030.g3	scaffold26030.g3.t1
Ee-scaffold26030.g4	scaffold26030.g4.t1
Ee-scaffold26030.g5	scaffold26030.g5.t1
Ee-scaffold26030.g6	scaffold26030.g6.t1
Ee-scaffold6740.g1	scaffold6740.g1.t1
Ee-scaffold6772.g1	scaffold6772.g1.t1
Ee-scaffold6772.g2	scaffold6772.g2.t1
Ee-scaffold18004.g1	scaffold18004.g1.t1
Ee-scaffold18449.g1	scaffold18449.g1.t1
Ee-scaffold18449.g2	scaffold18449.g2.t1
Ee-scaffold8400.g1	scaffold8400.g1.t1
Ee-scaffold8400.g2	scaffold8400.g2.t1
Ee-scaffold939.g1	scaffold939.g1.t1
Ee-scaffold6939.g1	scaffold6939.g1.t1
Ee-scaffold23990.g1	scaffold23990.g1.t1
Ee-scaffold23990.g2	scaffold23990.g2.t1
Ee-scaffold1792.g1	scaffold1792.g1.t1
Ee-scaffold23107.g1	scaffold23107.g1.t1
Ee-scaffold23107.g2	scaffold23107.g2.t1
Ee-scaffold24177.g1	scaffold24177.g1.t1
Ee-scaffold14058.g1	scaffold14058.g1.t1
Ee-scaffold14058.g1	scaffold14058.g1.t2
Ee-scaffold10665.g1	scaffold10665.g1.t1
Ee-scaffold10665.g2	scaffold10665.g2.t1
Ee-scaffold10665.g2	scaffold10665.g2.t2
Ee-scaffold10665.g3	scaffold10665.g3.t1
Ee-scaffold25073.g1	scaffold25073.g1.t1
Ee-scaffold25073.g2	scaffold25073.g2.t1
Ee-scaffold25073.g2	scaffold25073.g2.t2
Ee-scaffold24715.g1	scaffold24715.g1.t1
Ee-scaffold24715.g2	scaffold24715.g2.t1
Ee-scaffold24715.g3	scaffold24715.g3.t1
Ee-scaffold3968.g1	scaffold3968.g1.t1
Ee-scaffold3968.g2	scaffold3968.g2.t1
Ee-scaffold3968.g3	scaffold3968.g3.t1
Ee-scaffold3968.g3	scaffold3968.g3.t2
Ee-scaffold14829.g1	scaffold14829.g1.t1
Ee-scaffold14829.g2	scaffold14829.g2.t1
Ee-scaffold13406.g1	scaffold13406.g1.t1
Ee-scaffold13406.g2	scaffold13406.g2.t1
Ee-scaffold13406.g3	scaffold13406.g3.t1
Ee-scaffold13406.g4	scaffold13406.g4.t1
Ee-scaffold13406.g4	scaffold13406.g4.t2
Ee-scaffold13406.g5	scaffold13406.g5.t1
Ee-scaffold13406.g5	scaffold13406.g5.t2
Ee-scaffold13406.g5	scaffold13406.g5.t3
Ee-scaffold1484.g1	scaffold1484.g1.t1
Ee-scaffold1484.g2	scaffold1484.g2.t1
Ee-scaffold19421.g1	scaffold19421.g1.t1
Ee-scaffold23499.g1	scaffold23499.g1.t1
Ee-scaffold23499.g1	scaffold23499.g1.t2
Ee-scaffold23499.g2	scaffold23499.g2.t1
Ee-scaffold23499.g3	scaffold23499.g3.t1
Ee-scaffold17038.g1	scaffold17038.g1.t1
Ee-scaffold25993.g1	scaffold25993.g1.t1
Ee-scaffold25993.g2	scaffold25993.g2.t1
Ee-scaffold25993.g2	scaffold25993.g2.t2
Ee-scaffold25993.g3	scaffold25993.g3.t1
Ee-scaffold5337.g1	scaffold5337.g1.t1
Ee-scaffold5337.g2	scaffold5337.g2.t1
Ee-scaffold5337.g2	scaffold5337.g2.t2
Ee-scaffold7160.g1	scaffold7160.g1.t1
Ee-scaffold20614.g1	scaffold20614.g1.t1
Ee-scaffold20614.g1	scaffold20614.g1.t2
Ee-scaffold20614.g1	scaffold20614.g1.t3
Ee-scaffold20614.g2	scaffold20614.g2.t1
Ee-scaffold20614.g2	scaffold20614.g2.t2
Ee-scaffold20614.g3	scaffold20614.g3.t1
Ee-scaffold20614.g3	scaffold20614.g3.t2
Ee-scaffold20614.g4	scaffold20614.g4.t1
Ee-scaffold14650.g1	scaffold14650.g1.t1
Ee-scaffold14650.g2	scaffold14650.g2.t1
Ee-scaffold5913.g1	scaffold5913.g1.t1
Ee-scaffold20502.g1	scaffold20502.g1.t1
Ee-scaffold20502.g2	scaffold20502.g2.t1
Ee-scaffold5973.g1	scaffold5973.g1.t1
Ee-scaffold3505.g1	scaffold3505.g1.t1
Ee-scaffold3505.g2	scaffold3505.g2.t1
Ee-scaffold15272.g1	scaffold15272.g1.t1
Ee-scaffold15272.g2	scaffold15272.g2.t1
Ee-scaffold15272.g3	scaffold15272.g3.t1
Ee-scaffold15272.g3	scaffold15272.g3.t2
Ee-scaffold15272.g3	scaffold15272.g3.t3
Ee-scaffold15272.g4	scaffold15272.g4.t1
Ee-scaffold15272.g5	scaffold15272.g5.t1
Ee-scaffold5209.g1	scaffold5209.g1.t1
Ee-scaffold5209.g1	scaffold5209.g1.t2
Ee-scaffold5209.g1	scaffold5209.g1.t3
Ee-scaffold12324.g1	scaffold12324.g1.t1
Ee-scaffold12324.g1	scaffold12324.g1.t2
Ee-scaffold12324.g2	scaffold12324.g2.t1
Ee-scaffold12324.g3	scaffold12324.g3.t1
Ee-scaffold12324.g3	scaffold12324.g3.t2
Ee-scaffold7428.g1	scaffold7428.g1.t1
Ee-scaffold7428.g2	scaffold7428.g2.t1
Ee-scaffold7428.g3	scaffold7428.g3.t1
Ee-scaffold7428.g3	scaffold7428.g3.t2
Ee-scaffold7428.g3	scaffold7428.g3.t3
Ee-scaffold7428.g4	scaffold7428.g4.t1
Ee-scaffold21925.g1	scaffold21925.g1.t1
Ee-scaffold21925.g1	scaffold21925.g1.t2
Ee-scaffold21925.g2	scaffold21925.g2.t1
Ee-scaffold21925.g2	scaffold21925.g2.t2
Ee-scaffold16828.g1	scaffold16828.g1.t1
Ee-scaffold1946.g1	scaffold1946.g1.t1
Ee-scaffold13970.g1	scaffold13970.g1.t1
Ee-scaffold13970.g1	scaffold13970.g1.t2
Ee-scaffold9855.g1	scaffold9855.g1.t1
Ee-scaffold9855.g1	scaffold9855.g1.t2
Ee-scaffold9855.g1	scaffold9855.g1.t3
Ee-scaffold9855.g2	scaffold9855.g2.t1
Ee-scaffold9641.g1	scaffold9641.g1.t1
Ee-scaffold25939.g1	scaffold25939.g1.t1
Ee-scaffold25939.g1	scaffold25939.g1.t2
Ee-scaffold25939.g1	scaffold25939.g1.t3
Ee-scaffold25939.g1	scaffold25939.g1.t4
Ee-scaffold22235.g1	scaffold22235.g1.t1
Ee-scaffold22235.g2	scaffold22235.g2.t1
Ee-scaffold22235.g2	scaffold22235.g2.t2
Ee-scaffold16460.g1	scaffold16460.g1.t1
Ee-scaffold11846.g1	scaffold11846.g1.t1
Ee-scaffold11846.g1	scaffold11846.g1.t2
Ee-scaffold11846.g2	scaffold11846.g2.t1
Ee-scaffold11846.g3	scaffold11846.g3.t1
Ee-scaffold23352.g1	scaffold23352.g1.t1
Ee-scaffold9932.g1	scaffold9932.g1.t1
Ee-scaffold9932.g2	scaffold9932.g2.t1
Ee-scaffold9932.g2	scaffold9932.g2.t2
Ee-scaffold9932.g3	scaffold9932.g3.t1
Ee-scaffold9932.g3	scaffold9932.g3.t2
Ee-scaffold9932.g4	scaffold9932.g4.t1
Ee-scaffold4771.g1	scaffold4771.g1.t1
Ee-scaffold4771.g2	scaffold4771.g2.t1
Ee-scaffold4771.g2	scaffold4771.g2.t2
Ee-scaffold4771.g2	scaffold4771.g2.t3
Ee-scaffold4771.g2	scaffold4771.g2.t4
Ee-scaffold4771.g3	scaffold4771.g3.t1
Ee-scaffold4771.g4	scaffold4771.g4.t1
Ee-scaffold6729.g1	scaffold6729.g1.t1
Ee-scaffold6729.g1	scaffold6729.g1.t2
Ee-scaffold6729.g2	scaffold6729.g2.t1
Ee-scaffold6729.g3	scaffold6729.g3.t1
Ee-scaffold11582.g1	scaffold11582.g1.t1
Ee-scaffold11582.g2	scaffold11582.g2.t1
Ee-scaffold11582.g3	scaffold11582.g3.t1
Ee-scaffold26279.g1	scaffold26279.g1.t1
Ee-scaffold26279.g2	scaffold26279.g2.t1
Ee-scaffold26279.g3	scaffold26279.g3.t1
Ee-scaffold26279.g4	scaffold26279.g4.t1
Ee-scaffold26279.g5	scaffold26279.g5.t1
Ee-scaffold22949.g1	scaffold22949.g1.t1
Ee-scaffold3465.g1	scaffold3465.g1.t1
Ee-scaffold5137.g1	scaffold5137.g1.t1
Ee-scaffold12560.g1	scaffold12560.g1.t1
Ee-scaffold12560.g2	scaffold12560.g2.t1
Ee-scaffold12560.g2	scaffold12560.g2.t2
Ee-scaffold8731.g1	scaffold8731.g1.t1
Ee-scaffold25420.g1	scaffold25420.g1.t1
Ee-scaffold25420.g1	scaffold25420.g1.t2
Ee-scaffold25420.g2	scaffold25420.g2.t1
Ee-scaffold6750.g1	scaffold6750.g1.t1
Ee-scaffold6750.g1	scaffold6750.g1.t2
Ee-scaffold6750.g2	scaffold6750.g2.t1
Ee-scaffold710.g2	scaffold710.g2.t1
Ee-scaffold13829.g1	scaffold13829.g1.t1
Ee-scaffold13829.g2	scaffold13829.g2.t1
Ee-scaffold13829.g3	scaffold13829.g3.t1
Ee-scaffold13829.g3	scaffold13829.g3.t2
Ee-scaffold12677.g1	scaffold12677.g1.t1
Ee-scaffold12677.g1	scaffold12677.g1.t2
Ee-scaffold1907.g1	scaffold1907.g1.t1
Ee-scaffold20886.g1	scaffold20886.g1.t1
Ee-scaffold20886.g2	scaffold20886.g2.t1
Ee-scaffold20886.g2	scaffold20886.g2.t2
Ee-scaffold20886.g2	scaffold20886.g2.t3
Ee-scaffold20886.g3	scaffold20886.g3.t1
Ee-scaffold20886.g4	scaffold20886.g4.t1
Ee-scaffold3406.g1	scaffold3406.g1.t1
Ee-scaffold3406.g2	scaffold3406.g2.t1
Ee-scaffold21270.g1	scaffold21270.g1.t1
Ee-scaffold21270.g2	scaffold21270.g2.t1
Ee-scaffold12097.g1	scaffold12097.g1.t1
Ee-scaffold12097.g2	scaffold12097.g2.t1
Ee-scaffold19897.g1	scaffold19897.g1.t1
Ee-scaffold19897.g1	scaffold19897.g1.t2
Ee-scaffold19897.g1	scaffold19897.g1.t3
Ee-scaffold16428.g1	scaffold16428.g1.t1
Ee-scaffold16428.g1	scaffold16428.g1.t2
Ee-scaffold10979.g1	scaffold10979.g1.t1
Ee-scaffold26573.g1	scaffold26573.g1.t1
Ee-scaffold26573.g2	scaffold26573.g2.t1
Ee-scaffold21871.g1	scaffold21871.g1.t1
Ee-scaffold21871.g1	scaffold21871.g1.t2
Ee-scaffold21871.g2	scaffold21871.g2.t1
Ee-scaffold13194.g1	scaffold13194.g1.t1
Ee-scaffold13194.g2	scaffold13194.g2.t1
Ee-scaffold13194.g2	scaffold13194.g2.t2
Ee-scaffold13194.g3	scaffold13194.g3.t1
Ee-scaffold6739.g1	scaffold6739.g1.t1
Ee-scaffold10197.g1	scaffold10197.g1.t1
Ee-scaffold2889.g1	scaffold2889.g1.t1
Ee-scaffold2889.g2	scaffold2889.g2.t1
Ee-scaffold15865.g1	scaffold15865.g1.t1
Ee-scaffold15865.g2	scaffold15865.g2.t1
Ee-scaffold575.g1	scaffold575.g1.t1
Ee-scaffold15805.g1	scaffold15805.g1.t1
Ee-scaffold12059.g1	scaffold12059.g1.t1
Ee-scaffold12059.g2	scaffold12059.g2.t1
Ee-scaffold4552.g1	scaffold4552.g1.t1
Ee-scaffold4552.g2	scaffold4552.g2.t1
Ee-scaffold4552.g2	scaffold4552.g2.t2
Ee-scaffold4552.g3	scaffold4552.g3.t1
Ee-scaffold4552.g3	scaffold4552.g3.t2
Ee-scaffold4552.g3	scaffold4552.g3.t3
Ee-scaffold25390.g1	scaffold25390.g1.t1
Ee-scaffold25390.g1	scaffold25390.g1.t2
Ee-scaffold25390.g2	scaffold25390.g2.t1
Ee-scaffold25390.g3	scaffold25390.g3.t1
Ee-scaffold10508.g1	scaffold10508.g1.t1
Ee-scaffold4717.g1	scaffold4717.g1.t1
Ee-scaffold4717.g2	scaffold4717.g2.t1
Ee-scaffold4717.g2	scaffold4717.g2.t2
Ee-scaffold4717.g3	scaffold4717.g3.t1
Ee-scaffold12214.g1	scaffold12214.g1.t1
Ee-scaffold18781.g1	scaffold18781.g1.t1
Ee-scaffold7617.g1	scaffold7617.g1.t1
Ee-scaffold1253.g1	scaffold1253.g1.t1
Ee-scaffold22738.g1	scaffold22738.g1.t1
Ee-scaffold22738.g2	scaffold22738.g2.t1
Ee-scaffold22738.g3	scaffold22738.g3.t1
Ee-scaffold22738.g3	scaffold22738.g3.t2
Ee-scaffold22738.g3	scaffold22738.g3.t3
Ee-scaffold22738.g4	scaffold22738.g4.t1
Ee-scaffold9181.g1	scaffold9181.g1.t1
Ee-scaffold9181.g2	scaffold9181.g2.t1
Ee-scaffold24279.g1	scaffold24279.g1.t1
Ee-scaffold8677.g1	scaffold8677.g1.t1
Ee-scaffold25653.g1	scaffold25653.g1.t1
Ee-scaffold12352.g1	scaffold12352.g1.t1
Ee-scaffold12352.g2	scaffold12352.g2.t1
Ee-scaffold12352.g3	scaffold12352.g3.t1
Ee-scaffold12352.g4	scaffold12352.g4.t1
Ee-scaffold16143.g1	scaffold16143.g1.t1
Ee-scaffold16143.g2	scaffold16143.g2.t1
Ee-scaffold16143.g2	scaffold16143.g2.t2
Ee-scaffold16301.g1	scaffold16301.g1.t1
Ee-scaffold16301.g2	scaffold16301.g2.t1
Ee-scaffold16301.g3	scaffold16301.g3.t1
Ee-scaffold16301.g4	scaffold16301.g4.t1
Ee-scaffold16301.g4	scaffold16301.g4.t2
Ee-scaffold10315.g1	scaffold10315.g1.t1
Ee-scaffold10315.g1	scaffold10315.g1.t2
Ee-scaffold903.g1	scaffold903.g1.t1
Ee-scaffold903.g2	scaffold903.g2.t1
Ee-scaffold6626.g1	scaffold6626.g1.t1
Ee-scaffold18014.g1	scaffold18014.g1.t1
Ee-scaffold18014.g2	scaffold18014.g2.t1
Ee-scaffold18014.g2	scaffold18014.g2.t2
Ee-scaffold18014.g3	scaffold18014.g3.t1
Ee-scaffold18014.g4	scaffold18014.g4.t1
Ee-scaffold16062.g1	scaffold16062.g1.t1
Ee-scaffold16062.g2	scaffold16062.g2.t1
Ee-scaffold16062.g3	scaffold16062.g3.t1
Ee-scaffold13054.g1	scaffold13054.g1.t1
Ee-scaffold13054.g1	scaffold13054.g1.t2
Ee-scaffold13054.g2	scaffold13054.g2.t1
Ee-scaffold13054.g3	scaffold13054.g3.t1
Ee-scaffold13054.g4	scaffold13054.g4.t1
Ee-scaffold2689.g1	scaffold2689.g1.t1
Ee-scaffold2689.g2	scaffold2689.g2.t1
Ee-scaffold7013.g1	scaffold7013.g1.t1
Ee-scaffold7013.g2	scaffold7013.g2.t1
Ee-scaffold25130.g1	scaffold25130.g1.t1
Ee-scaffold25130.g2	scaffold25130.g2.t1
Ee-scaffold25130.g3	scaffold25130.g3.t1
Ee-scaffold25130.g4	scaffold25130.g4.t1
Ee-scaffold10309.g1	scaffold10309.g1.t1
Ee-scaffold19298.g1	scaffold19298.g1.t1
Ee-scaffold1604.g1	scaffold1604.g1.t1
Ee-scaffold5982.g1	scaffold5982.g1.t1
Ee-scaffold5982.g2	scaffold5982.g2.t1
Ee-scaffold5982.g2	scaffold5982.g2.t2
Ee-scaffold9425.g1	scaffold9425.g1.t1
Ee-scaffold9425.g2	scaffold9425.g2.t1
Ee-scaffold9425.g3	scaffold9425.g3.t1
Ee-scaffold9425.g4	scaffold9425.g4.t1
Ee-scaffold16761.g1	scaffold16761.g1.t1
Ee-scaffold16761.g1	scaffold16761.g1.t2
Ee-scaffold19385.g1	scaffold19385.g1.t1
Ee-scaffold7413.g1	scaffold7413.g1.t1
Ee-scaffold2817.g1	scaffold2817.g1.t1
Ee-scaffold3777.g1	scaffold3777.g1.t1
Ee-scaffold3777.g2	scaffold3777.g2.t1
Ee-scaffold3777.g3	scaffold3777.g3.t1
Ee-scaffold3777.g4	scaffold3777.g4.t1
Ee-scaffold23442.g1	scaffold23442.g1.t1
Ee-scaffold23442.g2	scaffold23442.g2.t1
Ee-scaffold23442.g3	scaffold23442.g3.t1
Ee-scaffold26670.g1	scaffold26670.g1.t1
Ee-scaffold26670.g2	scaffold26670.g2.t1
Ee-scaffold26670.g2	scaffold26670.g2.t2
Ee-scaffold26670.g2	scaffold26670.g2.t3
Ee-scaffold26670.g2	scaffold26670.g2.t4
Ee-scaffold1696.g1	scaffold1696.g1.t1
Ee-scaffold1696.g2	scaffold1696.g2.t1
Ee-scaffold1696.g3	scaffold1696.g3.t1
Ee-scaffold23416.g1	scaffold23416.g1.t1
Ee-scaffold5231.g1	scaffold5231.g1.t1
Ee-scaffold5231.g2	scaffold5231.g2.t1
Ee-scaffold2937.g1	scaffold2937.g1.t1
Ee-scaffold2937.g2	scaffold2937.g2.t1
Ee-scaffold1787.g1	scaffold1787.g1.t1
Ee-scaffold1787.g2	scaffold1787.g2.t1
Ee-scaffold12879.g2	scaffold12879.g2.t1
Ee-scaffold12879.g3	scaffold12879.g3.t1
Ee-scaffold12879.g3	scaffold12879.g3.t2
Ee-scaffold12879.g4	scaffold12879.g4.t1
Ee-scaffold3398.g1	scaffold3398.g1.t1
Ee-scaffold21016.g1	scaffold21016.g1.t1
Ee-scaffold21016.g2	scaffold21016.g2.t1
Ee-scaffold24512.g1	scaffold24512.g1.t1
Ee-scaffold24512.g1	scaffold24512.g1.t2
Ee-scaffold24512.g2	scaffold24512.g2.t1
Ee-scaffold1346.g1	scaffold1346.g1.t1
Ee-scaffold16561.g1	scaffold16561.g1.t1
Ee-scaffold16561.g2	scaffold16561.g2.t1
Ee-scaffold16561.g2	scaffold16561.g2.t2
Ee-scaffold16561.g3	scaffold16561.g3.t1
Ee-scaffold16561.g3	scaffold16561.g3.t2
Ee-scaffold17652.g1	scaffold17652.g1.t1
Ee-scaffold17652.g1	scaffold17652.g1.t2
Ee-scaffold17652.g1	scaffold17652.g1.t3
Ee-scaffold17652.g2	scaffold17652.g2.t1
Ee-scaffold17652.g3	scaffold17652.g3.t1
Ee-scaffold5342.g1	scaffold5342.g1.t1
Ee-scaffold5342.g1	scaffold5342.g1.t2
Ee-scaffold5342.g1	scaffold5342.g1.t3
Ee-scaffold5342.g1	scaffold5342.g1.t4
Ee-scaffold5342.g1	scaffold5342.g1.t5
Ee-scaffold7558.g1	scaffold7558.g1.t1
Ee-scaffold7558.g1	scaffold7558.g1.t2
Ee-scaffold7558.g2	scaffold7558.g2.t1
Ee-scaffold7558.g2	scaffold7558.g2.t2
Ee-scaffold7558.g3	scaffold7558.g3.t1
Ee-scaffold368.g1	scaffold368.g1.t1
Ee-scaffold19499.g1	scaffold19499.g1.t1
Ee-scaffold19499.g2	scaffold19499.g2.t1
Ee-scaffold19499.g3	scaffold19499.g3.t1
Ee-scaffold19499.g4	scaffold19499.g4.t1
Ee-scaffold19499.g4	scaffold19499.g4.t2
Ee-scaffold15271.g1	scaffold15271.g1.t1
Ee-scaffold18519.g1	scaffold18519.g1.t1
Ee-scaffold18519.g2	scaffold18519.g2.t1
Ee-scaffold26455.g1	scaffold26455.g1.t1
Ee-scaffold4011.g1	scaffold4011.g1.t1
Ee-scaffold4011.g2	scaffold4011.g2.t1
Ee-scaffold4011.g3	scaffold4011.g3.t1
Ee-scaffold4011.g4	scaffold4011.g4.t1
Ee-scaffold4011.g5	scaffold4011.g5.t1
Ee-scaffold3847.g1	scaffold3847.g1.t1
Ee-scaffold9118.g1	scaffold9118.g1.t1
Ee-scaffold9118.g2	scaffold9118.g2.t1
Ee-scaffold9118.g3	scaffold9118.g3.t1
Ee-scaffold26121.g1	scaffold26121.g1.t1
Ee-scaffold26121.g2	scaffold26121.g2.t1
Ee-scaffold26121.g3	scaffold26121.g3.t1
Ee-scaffold26121.g3	scaffold26121.g3.t2
Ee-scaffold26121.g4	scaffold26121.g4.t1
Ee-scaffold18847.g1	scaffold18847.g1.t1
Ee-scaffold24407.g1	scaffold24407.g1.t1
Ee-scaffold24407.g1	scaffold24407.g1.t2
Ee-scaffold24407.g2	scaffold24407.g2.t1
Ee-scaffold24407.g3	scaffold24407.g3.t1
Ee-scaffold26027.g1	scaffold26027.g1.t1
Ee-scaffold26027.g2	scaffold26027.g2.t1
Ee-scaffold26027.g3	scaffold26027.g3.t1
Ee-scaffold26027.g3	scaffold26027.g3.t2
Ee-scaffold26027.g4	scaffold26027.g4.t1
Ee-scaffold26027.g4	scaffold26027.g4.t2
Ee-scaffold25369.g1	scaffold25369.g1.t1
Ee-scaffold25369.g1	scaffold25369.g1.t2
Ee-scaffold25369.g2	scaffold25369.g2.t1
Ee-scaffold25369.g3	scaffold25369.g3.t1
Ee-scaffold9745.g1	scaffold9745.g1.t1
Ee-scaffold9745.g2	scaffold9745.g2.t1
Ee-scaffold5155.g1	scaffold5155.g1.t1
Ee-scaffold19906.g1	scaffold19906.g1.t1
Ee-scaffold26434.g1	scaffold26434.g1.t1
Ee-scaffold26434.g2	scaffold26434.g2.t1
Ee-scaffold13711.g1	scaffold13711.g1.t1
Ee-scaffold3105.g1	scaffold3105.g1.t1
Ee-scaffold3105.g2	scaffold3105.g2.t1
Ee-scaffold3105.g3	scaffold3105.g3.t1
Ee-scaffold3105.g4	scaffold3105.g4.t1
Ee-scaffold3105.g4	scaffold3105.g4.t2
Ee-scaffold15592.g1	scaffold15592.g1.t1
Ee-scaffold20607.g1	scaffold20607.g1.t1
Ee-scaffold20607.g2	scaffold20607.g2.t1
Ee-scaffold4939.g1	scaffold4939.g1.t1
Ee-scaffold4939.g2	scaffold4939.g2.t1
Ee-scaffold25666.g1	scaffold25666.g1.t1
Ee-scaffold6259.g1	scaffold6259.g1.t1
Ee-scaffold6259.g2	scaffold6259.g2.t1
Ee-scaffold13485.g1	scaffold13485.g1.t1
Ee-scaffold3688.g1	scaffold3688.g1.t1
Ee-scaffold3688.g2	scaffold3688.g2.t1
Ee-scaffold3688.g2	scaffold3688.g2.t2
Ee-scaffold3688.g3	scaffold3688.g3.t1
Ee-scaffold9896.g1	scaffold9896.g1.t1
Ee-scaffold9896.g1	scaffold9896.g1.t2
Ee-scaffold9896.g2	scaffold9896.g2.t1
Ee-scaffold9188.g1	scaffold9188.g1.t1
Ee-scaffold3989.g1	scaffold3989.g1.t1
Ee-scaffold8787.g1	scaffold8787.g1.t1
Ee-scaffold8787.g2	scaffold8787.g2.t1
Ee-scaffold17329.g1	scaffold17329.g1.t1
Ee-scaffold17329.g2	scaffold17329.g2.t1
Ee-scaffold17329.g3	scaffold17329.g3.t1
Ee-scaffold17329.g4	scaffold17329.g4.t1
Ee-scaffold21106.g1	scaffold21106.g1.t1
Ee-scaffold25448.g1	scaffold25448.g1.t1
Ee-scaffold25448.g2	scaffold25448.g2.t1
Ee-scaffold8347.g1	scaffold8347.g1.t1
Ee-scaffold8347.g2	scaffold8347.g2.t1
Ee-scaffold8347.g3	scaffold8347.g3.t1
Ee-scaffold8347.g3	scaffold8347.g3.t2
Ee-scaffold26057.g1	scaffold26057.g1.t1
Ee-scaffold26057.g2	scaffold26057.g2.t1
Ee-scaffold26057.g3	scaffold26057.g3.t1
Ee-scaffold26057.g3	scaffold26057.g3.t2
Ee-scaffold26057.g3	scaffold26057.g3.t3
Ee-scaffold17307.g1	scaffold17307.g1.t1
Ee-scaffold17386.g1	scaffold17386.g1.t1
Ee-scaffold17386.g2	scaffold17386.g2.t1
Ee-scaffold19236.g1	scaffold19236.g1.t1
Ee-scaffold19236.g2	scaffold19236.g2.t1
Ee-scaffold906.g1	scaffold906.g1.t1
Ee-scaffold906.g2	scaffold906.g2.t1
Ee-scaffold906.g2	scaffold906.g2.t2
Ee-scaffold906.g2	scaffold906.g2.t3
Ee-scaffold16502.g1	scaffold16502.g1.t1
Ee-scaffold3440.g1	scaffold3440.g1.t1
Ee-scaffold18199.g1	scaffold18199.g1.t1
Ee-scaffold18199.g2	scaffold18199.g2.t1
Ee-scaffold18199.g2	scaffold18199.g2.t2
Ee-scaffold18199.g3	scaffold18199.g3.t1
Ee-scaffold18199.g4	scaffold18199.g4.t1
Ee-scaffold18199.g5	scaffold18199.g5.t1
Ee-scaffold18199.g6	scaffold18199.g6.t1
Ee-scaffold22780.g1	scaffold22780.g1.t1
